content,rating,sistem,layanan,transaksi,pendaftaran subsidi,kebermanfaatan
aplikasi bagus dan bermanfaat ,5,1,0,0,0,1
Aplikasi bagus yang rekomended bgt nih. Lebih mudah proses pembayaranya. dapet promo2 dan poin setiap isi bensin. Mantap sih ini.👌☺️,5,1,0,1,0,0
Aplikasinya bagus,5,1,0,0,0,0
"Setiap ada perubahan awal nya memang agak ribet. Liat aja nanti Lama2 terbiasa jadi nyaman. Kalau aku sih ""YES"" walaupun blm punya motor.",5,0,0,0,0,0
"Aplikasi membantu namun tidak semua SPBU dapat melakukan transaksi menggunakan MyPertamina, masukan untuk improvement selanjutnya",5,0,0,0,0,1
"Terima kasih my pertamina, aplikasi yang sangat membantu sekali. Tinggal klik klik klik, langsung bisa isi bensih deh, gak perlu bawa uang banyak2 di dompet, 👍👍👍",5,0,0,1,0,1
"Sudah oke sih sekarang, proses scan pembayaran sangat cepat, sayang kadang di beberapa SPBU masih ada yg belum bisa pakai mypertamina atau kadang dibilang lagi eror.",5,0,0,1,0,0
Lama banget nggak keluar rumah selama covid...tau- tau ada aplikasi yang memudahkan buat beli bahan bakar di spbu. Beneran aku suka banget ...mudah cepat dan praktis. Jadi nggak ribet bawa- bawa uang recehan ke spbu. Thanks pertamina i love it.,5,0,0,0,0,1
"Alhamdulilah aplikasi ini sangat membantu sekali, lebih mudah ,lebih praktis, banyak benefit lainnya juga,, banyak bonus dan promo juga... Sukses terus pertamina....",5,0,0,1,0,1
"Saya sudah memakai aplikasi ini sejak lama sebelum pemerintah mewajibkan menggunakan apk ini Menurut saya apk bagus,setiap saya perjalanan jauh turing selalu menggunalan apk ini untuk pembelian bbm,karena sering ada promo cashback untuk pertamax dan pertamax turbonya Poin tahun lalu saya tukarkan vocher belanja oli dan itu bisa digunakan Soo aplikasi ini bagus *opini pribadi dan tidak dibayar sepeser oleh pertamina",5,1,0,1,0,0
"Aplikasi My Pertamina bagus sih, mempermudah bnget klo mau memantau BBM, terus kayak seru gitu ada poin poin yg bisa ditukerinn pembayaran juga mudah..",5,1,0,1,0,1
"aplikasi sangat membantu dalam pengecekan bbm, pemakaian bbm dan info update terbaru dari pertamina. sangat recomended pokoknya, apalagi ada point yg bisa di kumpulkan dan ditukarkan mendapat hadiah yang menarik banget..mantap",5,0,0,1,0,1
"masalag susah login udah teratasi tinggal upload struk beli  tidak bisa, selalu muncul ""tidak bisa menghubungi server"". mohon bantuannya",5,-1,0,-1,0,0
Keren appnya bagus. Lancar di hp ku. No lemot2. Bisa track pembelian bbm. Dpt poin jg yg bisa dituker dgn reward,5,1,0,1,0,0
sering error terutama pada jaringannya lelet,5,1,0,0,0,0
"aplikasi ini bagus banget sih, membantu sekali daftar subsidi juga cepat ",5,1,0,0,1,1
"Meskipun aplikasi ini masih baru dan masih dalam tahap pengembangan, namun cukup memudahkan dalam metode pembayaran via aplikasi. Semoga kedepan aplikasi ini bisa lebih baik dan optimal lagi.",5,0,0,1,0,0
sip. tapi ko saya jadi tidak bisa login yah....???? muncul dialog box terjadi kesalahan kode nya 96 katanya. tks mohon di revisi kembali.,5,-1,0,0,0,0
So far so good utk penggunaan aplikasi ini si. Mudahin ngeliat point dan update terkait harga BBM juga fiturnya juga banyak.,5,1,0,0,0,0
"Aslinya aplikasinya bagus kok dan sudah berjalan dengan sangat optimal, mungkin karena kurangnya edukasi masyarakat tentang berkembangnya teknologi informasi yang sudah maju saat ini membuatnya kesulitan. Saran saya tambahkan dokumentasi + arahan aplikasilebih banyak terutama saat user baru pertama kali menggunakan aplikasi ini.",5,1,0,0,0,0
Keren jg nih aplikasi..dgn aplikasi ini qt bisa dgn mudah menemukan spbu terdekat dan pembyrn yg simple..ada rewards sm cashback pula 😍..mdh2n ke depan aplikasi ini bs semakin baik,5,1,0,1,0,0
"Aplikasi bagus banget dan sangat membantu, saya sudah memakainya hampir 20 tahun sejak tahun 2002, dan sampai sekarang tidak ada kesulitan yang berarti. Terima Pertamina, jaya selalu, berbakti untuk negeri.",5,1,0,0,0,1
"aplikas ini sudah bagus dan mendapatkan cash back juga bagi ojol, tp di kota Kupang tidak semua SPBU menggunakan pembayaran menggunakan link",5,1,0,1,0,0
Cs responnya juga cepat makasih sudah bisa login sekarang,5,1,1,0,0,0
"Aplikasi Gagal & ruwet, daftar selalu gagal udah dapat beberapa hari kok error emang ga ada kerjaan yang bikin aturan",5,-1,0,0,-1,0
Aplikasi my pertamina bagus banget dan rekomendasi banget sangat membantu bagi semua orang banyak keuntungan yang di dapatkan dgn download aplikasi ini🤗🤗,5,1,0,0,0,1
"Klo bs jgn cm pemakain pertamax yg u/undian tp pertalite jg, khan sama sama BBM tak di subsidi pemerintah trus klo bs iklan jg ditampilkan tempat kuliner & wisata masing-masing daerah sesuai saat kita berada jd saat kita weekend bs membantu, makasih.",5,0,0,0,0,0
"Mohon di perbaiki utk mesin EDC nya karna layarnya gak terlalu kelihatan jika terkena sinar matahari, dan perbaiki sinyal di setiap SPBU agar mempermudah pembayaran. Tadi saya coba di daerah kemang raya 🙏",5,0,0,0,0,0
"Setelah beberapa x gagal saya donlot akhirnya saya putuskan untuk membeli handphone lebih canggih yaitu hp cina, eh kok saya coba Coba kok enak,besokan nya lagi saya coba lagi kok makin enak, akhirnya saya putuskan may pertamina semakin kedepan, hape cina pun yang terbaik, sy uninstall aaja sekalian, selesai.",5,-1,0,0,0,0
Kadang untuk scan struk bbk nya gagal. Tolong diperbaiki lagi,5,-1,0,-1,0,0
"Sering ada pesan jariangan tidak aman, padahal tidak ada masalah apa apa di jaringan saya Awalnya saya kasih 3, karena respon cepat dan baik saya tambah jadi 5",5,0,1,0,0,0
"Aplikasi yg bermanfaat sekali untuk pekerja seperti saya,dengan aplikasi ini memudahkan saya untuk mengetahui SPBU terdekat,penggunaan mudah,banyak promo nya juga.",5,0,0,1,0,1
Kenapa sekarang upload foto susah? Pas di foto hasil gambar kalau gak biru item!! Sama i kupon indomaret itu gimana caranya?,5,-1,0,0,0,0
Tolong saya tidak bisa login krn aplikasi di hp dibersihkan sehingga katanya anda sedang login padahal tdk bs login.. tolong pencerahannya..,5,-1,0,0,0,0
Setelah update aplikasi tanggal 13 September 2018 malah tidak bisa scan struk pembelian Alasannya jaringan tidak ada koneksi internet Mohon perbaikannya,5,-1,0,-1,0,0
"Keren Mypertamina, aplikasi bikinan anak bangsa, memudahkan segalanya. Tinggal download, registrasi, udah deh nikmatin fitur Mypertamina. Pembayaran juga gampang tinggal scan dan pembayarannya pake Link aja.",5,0,0,1,0,1
"Sering pakai aplikasi my pertamina, selain simple, pembayaran bisa pakai link. Mungkin nanti bisa ditambah pembayaran dengan metode lain.",5,0,0,1,0,0
"Aplikasi ini makin Mature dan Keren, banyak promo dan loyalty programnya..Selama ini saya pakai aplikasi MyPertamina makin kesni makin lancar, semoga kedepannya makin baik lagi..yok cobain install de..",5,1,0,1,0,0
Aplikasi nya Memudhakan Ketika Lupa Membawa Uang Cash Untuk Membayar di SPBU,5,0,0,1,0,1
"Pakai dari 2021 tidak pernah gagal transaksi pertamax atau pertamax turbo, kendala sering minta update, harus sering pastikan sebelum pemakaian aplikasi sdh terupdate",5,0,0,1,0,0
Susah loginnya. Sudah pakai wifi kenjang luarbiasa. Malah dinotifikasi jaringan internet terdeteksi tidak aman..hhmm,5,-1,0,0,0,0
Gimana nich setatus kupon sy kok blm bs aktif ya padahal dah apload berapa kali...mau isi data diri yg kurang lengkap dak bisa bisa juga..terus gimana mau apgrade data diri lg.,5,-1,0,0,0,0
Omg demi apa sih aku baru tau kalo pertamina sekarang ada aplikasi sendiri buat ngebantu konsumennya payment digital keren banget sih ini mah cocok buat aku yg suka lupa bawa uang kalo mau isi bensin sekarang ga perlu ribet bawa uang cash karena bisa payment lewat mypertamina jadi lebih mudah keren banget sih aplikasi nya registrasinua juga mudah ga pake ribet abis itu udah deh bisa nikmatin fitur mypertamina😍,5,0,0,1,0,1
"Terimakasih buat Pertamina yang sudah mengadakan undian berhadiah ini saya sangat senang, pokox saya ikut saja klo pun Rezeki ngk akan lari ke mana - mana & untuk pertamina aplikasinya lebih di tingkatkan Trimakasih",5,0,0,0,0,0
"Membantu sekali dengan aplikasi ini, keuntunganya bs dapat poin yg bisa di tukarkan dan membantu kta tau ada di mana aja pertamina terdekat lokasi kita.",5,0,0,0,0,1
saya daftar ternyata daftarnya mudah subsidi akhirnya dapat makasih,5,0,0,0,1,0
"Semoga tahun ini bisa full cashless,pengeluaran untuk konsumsi bbm terkadang lebih besar dari yg didapat karna ada selisih setiap pembayaran tunai,kadang cuma selisih 300 perak,jika diakumulasikan setahun bisa banyak juga😅",5,0,0,1,0,0
aplikasinya bagus dan mudah digunakan,5,0,0,0,0,1
"Aplikasinya bagus berjalan lancar di tipe hp jadul saya, kerennya lagi ni bikinan anak bangsa dan memudahkan saya yg sering pake m banking dan sering lupa bawa cash pas waktu keluar apalagi waktu pas tiba tiba bahan bakar abis bisa pake app ini bayar pake m banking deh praktis",5,1,0,1,0,1
"Sangat membantu meski tidak semua SPBU jaringan internetnya kuat untuk memudahkan transaksi menggunakan aplikasi ini, maju terus Pertamina... ,👍👍",5,0,0,1,0,0
"Sejak d perbarui apk nya jauh lebih baik dari sebelumnya, aq juga suka pake apk ini krn bisa pembayaran digital,",5,1,0,1,0,0
"Makin cepat, makin mudah, makin praktis. Hanya saja saat awal2 mendaftar sangat ribet n sering gagal. Untung, data yg sdh diinput sebelumnya tdk hilang.... Tk Pertamina...",5,0,0,0,-1,1
"Aplikasi MyPertamina memang bagus, mempermudah serta mempercepat proses pembayaran. Lebih praktis bisa pakai uang digital dan dapat mempecepat antrian.",5,1,0,1,0,0
Dari taun lalu sebetulnya sudah pakai aplikasi ini untuk transaksi Lebih simple karna tinggal scan untuk prmbayaran Hanya saat itu merchant belum tersedia di setiap spbu Semoga semakin meningkat lagi jika sudah diharuskan.,5,0,0,1,0,0
"Bener bener ngebantu banget aplikasi MyPertamina ini dalam pembayaran digital jaman sekarang ini ,selain gk perlu ribet"" bawa uang pas jg gk usah was"" lagi kalo lupa bawa uang karna udah punya aplikasi yg bner bener keren ini,luv bnget deh buat ni aplikasi❤️",5,0,0,1,0,1
mendaftar gampang dan cepat tenks pertamina,5,0,0,0,1,0
"Luar biasa aplikasi nya, setelah di update malah makin bagus. Bis pilih aplikasi poto untuk menyekennya. Mantappoooo",5,1,0,0,0,0
"Aplikasi yang sangat bermanfaat, mempermudah jadi udah ga repot repot lagi deh kesana kemari enjoy. Registrasi juga gampang, ga diragukan pokoknya. Mantulls sekaliii",5,0,0,0,0,1
"terima kasih my pertamina telah berbagi rezekinya kepada pelanggan setia semoga pertamina makin sukses, tp sayang aplikasi masih terlalu berat sering error dan sepertinya di hp saya struk BBK susah upload 😀😥 ada beberapa struk saya yg belum terupload akhir ini",5,-1,0,-1,0,0
"Nie orang-orang kenapa dah pada kasih bintang 1, di hape redmi8 saya lancar-lancar aja, konek ke linkAja lancar, sinyal dengan Smartfren, kurangnya mgkin verifikasi email masih looping mbulet link verifikasi nya, itu aja sih,",5,1,0,0,0,0
"Keren ya Mypertamina, aplikasi nya bikinan anak bangsa.mudahin semuanya. Langsung download, registrasi dan langsung deh nikmatin fitur my Pertamina nya.. mantep mantep...",5,1,0,0,0,1
"Kenapa ya setiap saya mau masuk ke akun saya selalu gk bisa katanya koneksi internet saya terganggu padahal jaringan saya udah 4G dan waktu saya mendownload itu lancar"" aja tpi knp gk bisa masuk ya??",5,-1,0,0,0,0
"Sekelas pertamina harusnya sudah ada standarisasi u tiap spbu nya baik milik swasta atau milik pertamina lsg, justru kerang kuning menunjukan kelasnya sebagai perusahaan act global contohnya metode pembayaran cahsless yg lkp e wallet ataupun debit, ministore, pengisian angin digital, bengkel oli dn sparepart, toilet gratis hrsnya plat merah RI seperti ini minimal, ini akibat petinggi2 jarang ke lapangan meninjau lsg jdnya ga ada standarisasi",5,0,0,1,0,0
Sangat bermanfaat,5,0,0,0,0,1
"verifikasi dong apa perkerjaan org yg dpt hadiah tanpa info di TV,mskipun ad media online.iklannya sering muncul di tv.knp sya koment gni..soal sya liat pegaawai SPBU up load struk bbm,ya mskipun g ad bukti kongkrit..tp klw pihak PERTAMINA mw lacak,cek dgn detail,psti ketahuan kok.tp ya g tau lagi..ada wktu apa tidak bwt itu.terima kasih",5,0,0,0,0,0
"Keren abis pertamina, akhirnya punya aplikasi sendiri yg membantu dlm pembayaran digital, skrng ga pernah ada kendala deh kalo mau beli bensin pake aplikasi ini. Bintang Lima buat Mypertamina",5,0,0,1,0,1
Di kota Pasuruan masih belum ada yang pakai my Pertamina,5,0,0,0,0,0
"Update tgl 27 September untuk scan struk bbk tambah susah.. sebelum update bisa tinggal tulis nomor spbu, setelah update cuma jenis bbm",5,-1,0,-1,0,0
Informasi yang di berikan cukup mudah cara membacanya dan untuk metode pembayarannya cukup mudah..,5,0,0,1,0,0
"Buat kalian yang ga bisa main itu berarti hp kamu kentang, aku pake rog lancar aja PING kalau WiFi sekitar 5ms kalau seluler 10ms, tolong tambahkan fitur solo ranked dan arcade.",5,1,0,0,0,0
"Sedikit saran, sistem scanya dibalik aja. Kalau bisa barcode ada di plat/body kendaraan dalam bentuk stiker atau buatkan kartu seperti e-tol. Pihak spbu hanya yang scan (saldo pembeli otomatis terpotong), biar gak ribet ngeluarin hp, demi kesemalatan bersama. Aplikasi hanya untuk top up/cek mutasi transaksi. Lagi pula kalau kita yang scan, prosesnya lambat. Harus ngeluarin hp, masukin sandi, bla2.. Update mesin dispenser agar bisa terhubung ke alat sceaner. Permudah masyarakat..",5,0,0,0,0,0
Sangat bermanfaat ❤️,5,0,0,0,0,1
"Saran saja, untuk setiap pom sediakan jalur khusus penggunaan aplikasi agar pengguna aplikasi jadi lebih nyaman, dan untuk metode topup saya sarankan bisa melalui berbagai platform agar lebih nyaman",5,0,0,1,0,0
Semua jadi serba digital dengan beragam fitur bagus yang sangat membantu cocok dan sesuai banget dengan kebutuhan plus kemudahan yg disuguhkan,5,1,0,0,0,1
"Lebih baik di pisah seluruh mobil pribadi Makai Pertamax,dan kalau angkutan mobil barang, dan aplikasi online d buat jalur khusus subsidi BBM!!!,. Dan motor buat jalur khusus motor yg CC 125 dan 110 saja,. Selebih nya Makai Pertamax...",5,0,0,0,0,0
Baru mau daftar tapi ko keterangannya tidak ada koneksi mulu ... Pas di coba buka youtube atau yg lain malah lancar... Gmn ding cara daftarnya,5,-1,0,0,0,0
"Sejak menggunakan aplikasi mypertamina beli pertalite jadi lebih simple dan mudah karena aplikasi ini bener bener membantu untuk meringankan penjual dan pembeli ,, recomend 👍 bisa bayar pakai tunai atau nontunai , mantepp",5,0,0,1,0,1
Tingkatkan aplikasinya dan Lanjutkan terus undiannya dibikin tiap tahun aja. Sy sangat suka sekali.,5,0,0,0,0,0
 terkadang gagal meng-upload struk bbk. Semoga akan semakin disempurnakan ke depannya. Terima kasih.,5,0,0,-1,0,0
Sangat membatu tp susah verivikasi,5,0,0,0,-1,1
"Plissss aku baru nemu aplikasii kerennn bangettttt daebak,teruss aplikasi ini ituu mudah bangett gak siiii jadi gak perlu bawa uang tunai pun bisa langsung pakai aplikasi inii, truss pakai aplikasi ini tuh no ribet"" club, bisa langsung top up di aplikasinya langsungg dan bida tukar point jugaaa pokoknya rekomendid dehh pake aplikasi iniiiii!!!!!!!!",5,0,0,1,0,1
Aplikasi mudah digunakan&bagus....,5,1,0,0,0,1
"Yeyyyyy akhirnyaaaa bikin sistem online juga! Maju terus ya! Sangat bermanfaat dan memudahkan kita juga. Yukkk temen"" buruannnn install, cobain langsung aplikasinya!!👍🏻👍🏻",5,0,0,0,0,1
"Aplikasi bagus,jadi enak bayar2 gak usah pakai uang cash. Tinggal scan dan mengisi bensin sendiri. Indonesia menuju perubahan digital.",5,1,0,1,0,0
daftarnya cepat dan mudah jadi dapat subsidi deh maju trus pertamina,5,0,0,0,1,0
Aplikasi bagus sayang implementasi di lapangan kurang di perhatikan ..saya sudah coba 2 SPBU mau transaksi biar dapat poin hadiah eeh ternyata ga bisa ..katanya ada kendala teknis di barcode reader,5,1,0,-1,0,0
"Bagus jika pesan awal tidak baik, setidak nya MyPertamina mendapatkan banyak masukan untuk membenahi kekurangan. Kedepan aplikasi ini pasti banyak membantu dan bisa mengurangi kecurangan di lapangan.",5,0,0,0,0,0
"Keren banget lah MyPertamina baru tau ada app kekinian, jadi ganpang deh isi bahan bakar dimana pun & kapan pun bayarnya juga bisa pake digital payment lagi.",5,0,0,1,0,0
"Wahh sekarang kalau mau isi bensin gaperlu ribet bawa uang cash sekarang udah bisa bayar melalui pembayaran digital, jadi simple banget kalo lagi lupa gak bawa uang cash disaat mau isi bensin tinggal buka Aplikasi My Pertamina aja untuk bayarnya. Keren banget sih Mypertamina udah punya aplikasi sendiri ini bener-bener ngebantu konsumen banget untuk bayar melalui digital payment. Thanks Mypertamina",5,0,0,1,0,1
"Baru download dan baru pakai sih, aplikasi ini udah bagus dari segala aspek, apalagi grafisnya. Sejauh ini ga ada kendala, pokoknya ga nyesel donwload deh karena ini membantu banget.",5,1,0,0,0,1
"Sudah 1 tahun lebih setia pakai MyPertamina dan LinkAja sebagai alat pembayaran pembelian Bahan Bakar Minyak. Saya merasakan dampaknya lebih praktis, efisien, dan promonya menarik. Mantap terobosannya. Ditunggu promo selanjutnya.",5,0,0,1,0,0
Sangat memuaskan,5,0,0,0,0,1
"Sangat membantu kaum cashless, tapi pilihan pembayaran tolong dibantu selain link aja. Dan untuk yang ngasi bintang 1 tolong baca berita yang benar heyy muhasabah diri anda!",5,0,0,1,0,1
"Mantap, aplikasinya sangat membantu dan memudahkan saya ketika mengisi bensin di spbu, dan saya juga mendapatkan point setiap melakukan pengisian bensin.",5,0,0,1,0,1
"sebelumnya sih baik2 saja. tp setelah update versi terbaru kok malah ""tidak dapat mengakses server"" ",5,-1,0,0,0,0
Terima kasih pertamina sudah mengadakan undian untuk masyarakat,5,0,0,0,0,0
Suatu program dr Pertamina yang dikemas dlm satu aplikasi guna mengimbangi perkembangan teknologi masa kini dlm hal pembayaran non tunai di bidang bahan bakar.Namun sayangnya utk saat ini blm semua propinsi bs menggunakannya.Saya yakin dlm waktu dekat Pertamina akan segera merealisasikan ke seluruh propinsi di Indonesia..👍👍,5,0,0,0,0,0
"Sejak saya tau dari berita kalau Pertamina meluncurkan aplikasi mypertamina langsung saya download. Ternyata banyak sekali manfaatnya salah satunya kita bisa cepat mengetahui lokasi pertamina terdekat dan juga kita bisa mendapatkan poin. Setelah terkumpul bisa kita tukarkan kupon undian berhadiah lo, gak nyesel deh download aplikasi ini 👍",5,0,0,1,0,1
"Baru tau nih pertamina punya aplikasi sendiri, buat bantu konsumennya Bayar pake digital payment (cashless) jadi gak ribet harus sedia uang cash. Di era modern gini, pertamina Gak mau kalah untuk digitalisasi, salut banget sih..",5,0,0,1,0,0
"Aplikasi yang sangat berguna, memudahkan pembeli karena gak perlu turun dr mobil. Memudahkan saat promo pelumas, jadi tau bengkel mana saja yg jd partner pertamina. Belum lagi kuis & undian nya, semoga bisa menang. Aamiin.",5,0,0,0,0,1
Untuk kebaikan bangsa& negara,5,0,0,0,0,0
aplikasi y sdh 1bulan gk bisa dipakai... setiap kali mau kirim foto sllu ada tulisan server sdng bermasalah... ,5,-1,0,0,0,0
"Membantu sekali saat pandemi buat yg suka parno bertransaksi pake cash, jadi lebih mudah pake aplikasi ini karena bisa bayar non tunai",5,0,0,1,0,0
Sangat bagus bgt tanpa uang tunai di mna aja,5,0,0,1,0,0
"Tadi saya beli pertamax pakai my pertamina ternyata eror saat mau masukkan kode pembayaran dan gak bisa transaksi deh, semoga bisa jadi yg terbaik aplikasi nya dan gak mengecewakan konsumen. Aminn jaya selalu",5,0,0,-1,0,0
"Saya kasih bintang 5 karena anda sdh berhasil membuat binggung,kesulitan rakyat .... Selamat anda berhasil .... mempersulit rakyat Maka anda² akan di diberi kesulitan kembali......",5,0,0,0,0,-1
"aplikasi nya ngebantu bgt buat pembayaran digital, jadi gampang kalo gabawa uang pas mau isi bensin.. keren bgt pertamina ini aplikasi buatan anak bangsa mempermudah segalanya. top banget👍",5,0,0,1,0,1
Mantap... dgn aplikasi & kartu my pertamina.. isi bahan bakar bisa lebih diutamakan karena ada loket khususnya...!! tapi spbu yg bisa menggunakan kartu my pertamina.. harus diperbanyak.. bahkan harus semua spbu pertamina bisa menerimanya..,5,0,0,0,0,0
"Boleh nih, bisa bayar digital jd ga perlu siapin uang apalagi nunggu kembalian, pelanggan lain di belakang jadi ga terlalu lama nunggu deh.. Semoga ga lemot ya kedepannya!",5,0,0,1,0,0
"Mohon maaf sebelumnya,saya mau nanya ini cuma berlaku untuk kendaraan roda 4 dan seterusnya saja kah,apakah untuk kendaraan roda 2 juga berlaku ? Untuk meminimalisir pembelian bbm secara berlebihan dengan memakai jerigen. Terima kasih.",5,0,0,0,0,0
"Bagus sangat² memuaskan, dan sangat² membantu, saya harap mereka di luar sana bakalan donwload apk ini juga, dan saya harap nnti nya apk ini bakalan berkembang dan lebih bagus lagi fiturny, mantap deh pokona",5,1,0,0,0,1
"fiturnya bagus banyak yang menarik, apalagi bisa pembayaran cashless dengan link",5,1,0,1,0,0
Semakin mudah dalam pengisian BBM bila saat kita engga bawa uang cash.. namun masih ada beberapa SPBU yang engga mau menerima transaksi Non cash..,5,0,0,1,0,0
Pake nih apk ya kita jadi bisa nemuin letak pom bensin saat kita lagi traveling perjalanan jauh bro.. Mudah sekali dalama menggunakan nih apk serta masih banyak event menarik didalam nih apk.,5,0,0,0,0,1
Baik buruknya saya kasih bintang 5. Krn selalu ada upaya perbaikan. Dan Sebenernya versi 7 sudah baik di hp saya. Mdh2an versi terbaru bsa lebih baik lagi..,5,0,0,0,0,0
"Aplikasinya mantul banget... Cuma tinggal download, aktivasi, selesai dech... Kita uda bisa menikmati semua fiturnya dan berbagai keuntungan lainnya di My Pertamina...Makasi banyak My Pertamina...",5,1,0,0,0,0
Aplikasi yang sangat bagus membantu dalam pembayaran digital sehingga menjadi praktis dan mudah sekali ngk perlua bawa uang pas lagi kalo mau isi bensin,5,1,0,1,0,0
"bintang 100. makasih mypertamina, setelah update versi terbaru aplikasi sudah bisa upload struk pembelian bbm. salam dan sukses selalu mypertamina",5,1,0,1,0,0
"Dulu pernah denger dari temen aplikasi ini cuman baru coba sekarang sekarang, ternyata aplikasinya bikin kita jadi gampang dalam permbyrannya, praktis deh pokoknya, biasanya harus ke atm dulu, sekrang udh gak perlu lagi, thx pertamina",5,0,0,1,0,0
Aplikasi My Pertamina sih ok .tapi terkadang ketika mau di pakai untuk pembelian BBM ternyata tidak semua SPBU Pertamina siap. Jadi mohon untuk di perbaiki juga sinyal digital untuk ditingkatkan agar tidak terjadi kemacet an yang menjengkelkan . 🙏,5,0,0,0,0,0
Sangat membantu,5,0,0,0,0,1
Sangat membantu aku nih aplikasi dalam pembayaran digital. Jadi gampang banget kalau aku gk bawa uang saat beli bensin. Pokok keren bangetlah aplikasi mypertamina. Pokok nya makasih ya,5,0,0,1,0,1
tidak bisa login mhon di fix,5,-1,0,0,0,0
respon cepat saya bisa login lagi deh thx pertamina,5,1,1,0,0,0
"Saya mau daftar tapi kelurahan kenep kok gak ada ya.. jadi saya gk bisa daftar.. tolong di benahi lagi aplikasi nya, secepatnya.",5,0,0,0,-1,0
"Tlong kasih menu scan otomatis dan manual, krn kadang memasukn struk yg kurang jelas butuh berkali2, endingnya manual",5,0,0,-1,0,0
"Maaf Admin, status kupon saya ko tiba tiba tidak aktif semua ya...katanya profil belum lengkap, padahal profil sudah saya isi semua dengan lengkap.., mohon bantuannya, terimakasih 🙏🏼",5,0,0,0,0,0
Penggunaan cukup mudah dan saya bangga sudah menggunakan my pertamina sejak bulan Mei lalu. saran saya semoga 1 aplikasi bisa membuat banyak kendaraan dengan pembagian data per setiap motor jadi pemakaian motor bisa sekalian terpantau motor sudah melaju berapa jauh dan kapan waktunya harus perawatan motor,5,0,0,0,0,1
"Aplikasi yg bagus sangat membantu subsidi tepat sasaran,motor gue isi di SPBU tidak keseringan habis pertalite,lanjutkan,laksanakan,terapkan,mantap kasih 5* ah.",5,0,0,0,0,1
daftar tidak ribet smoga subsidi tepat terlaksana dgn baik,5,0,0,0,1,0
Sangat membantu,5,0,0,0,0,1
Alhamdullilah ditempat saya sudah bisa memakai aplikasi mypertamina. Jd tambah mudah dan praktis dalam pembayaran.banyak juga bonus poinnya loh . 😉,5,0,0,1,0,0
"Sejauh ini fitur dan fasilitasnya cukup baik sih, Tapi karena dompetnya pakai LinkAja aku gak jadi topup. Coba tambahin Shopee atau MBanking lain, pokoknya jangan LinkAja, aku gak punyaLinkAja, malas juga mau daftar itu dompet.",5,1,0,0,0,0
"Saya udah empat kali hari ini mendaftar,namun tak bisa,kenapa ya,katanya memudahkan..muter meter koneknya ga muncul2..abisin batrey aja..ribet dah..",5,0,0,0,-1,0
"Setiap kali buka minta kode verifikasi mulu udah gitu emailnya juga lama lemot, untuk seluruh kendaraan wajib daftar tapi di persulit. Tolong kerja samanya",5,0,0,0,-1,0
"Proses verifikasi data pelanggan baru sangat cepat, punya saya kurang dari 24 jam malah, kemarin sore daftar dan siang tadi sudah diterima. Terima kasih Pertamina. Maju terus BUMN!",5,0,0,0,1,0
sangat membantu aplikasi cukup mudah digunakan,5,0,0,0,0,1
"Saya ingin mengubah data kendaraan saya. kenapa waktu pengisian bahan bakar data kendaraan saya bio solar, sementara saya tidak pernah dan kendaraan saya bukan menggunakan bio solar. Bagaimana caranya?",5,0,0,0,0,0
Pengalaman isi bensin signal error pas bensin habis tunggu ada signal mau ga mau tunggu signal ada dua jam baru bisa,5,-1,0,0,0,0
"Saya kasih bintang 5 deh ( hanya sebatas kasian ) tp bener ap yg d katakan semua yg comment2 sebelum saya . Saran saya sih, mending hapus aja program aplikasi my Pertamina dan hapus aja jg program subsidi . Biar negara ga habis duit karena buat aplikasi yg ga berguna dan hapus aja subsidi nya biar rakyat lebih sengsara . :⁠'⁠(",5,0,0,0,0,-1
"Semoga benar² tersalurkan kpd yg berhak di beri subsidi,melancarkan para pelaku usaha yg pembeliannya menggunakan jerigen... Entah aplikasinya atau stafnya,sy daftar sdh hampir 1 bulan,cuma menunggu verifikasi terus...",5,0,0,0,0,0
"Mau daftar udah ada 5x lebih ga bisa-bisa tapi di tungtut harus daftar klo ga daftar ga bisa isi solar ,gimana ini solusinya dong",5,0,0,0,-1,0
Sudah daftar udah komplit 3 minggu barkot belum bisa keluar.,5,0,0,0,1,0
"Kalo ke daerah,petugasnya sering bilang ""susah sinyal boss!""😥,jadinya g bisa klaim point dong😄",5,-1,0,0,0,0
mantp untuk daftar sangat mudah.dan sangat gampang untuk di gunakan,5,0,0,0,1,0
"banyak yang gagal paham dgn aplikasi ini,wahai netizen aplikasi ini hanya untuk pengguna roda 4, jadi kalian yg bawa sepeda motor gak perlu download & ikut kasih rating 1,pengguna roda 2 beli pertalite seperti biasa tanpa aplikasi.Aplikasi ini tujuannya biar orang kaya itu pake pertamax bukan ikutan pake bbm bersubsidi !",5,0,0,0,0,0
"Udah cukup baik sih, biar masyarakat Indonesia juga mengenal dunia yg lebih modrn, kalo saran saya apk ini tidak di wajibkan, cukup untuk masyarakat yg memiliki kendaraan roda 4 dan seterusnya, kalo roda 2 masih ragu, takutnya ada kakek² yg tidak mengetahui tentang hp yg ingin mengisi bensin, dan malah tidak di layani 🙏✌️",5,0,-1,0,0,0
"Senang banget bisa pakai app My pertamina disaat yg lain pada ngeluh app gak jalan. Aplikasi bagus banget, simple dan gampang dipakai, terutama untuk yg awam mudah dipahami. Terima kasih pertamina. Bismillah... Komisaris pertamina",5,1,0,0,0,0
Sangat membantu dan memudahkan,5,0,0,0,0,1
